age,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,target
25,12,2,3,0,1,0,0,45,0
23,10,4,0,3,0,0,0,16,0
52,9,2,2,0,1,0,0,50,1
62,9,6,3,1,0,0,0,36,0
31,13,4,9,1,0,0,0,40,0
19,7,2,2,0,1,0,0,60,0
53,10,2,2,0,1,0,0,40,0
25,9,4,2,1,0,0,0,40,0
45,9,4,13,1,1,0,0,40,0
69,5,4,2,2,1,2993,0,40,0
49,9,2,2,0,1,0,0,40,1
42,13,2,9,5,0,0,0,27,1
44,9,2,4,0,1,0,0,40,1
56,10,2,2,0,1,0,0,41,1
37,9,2,6,0,1,0,0,40,1
37,13,2,3,0,1,0,0,45,1
22,10,4,7,1,0,0,0,40,0
34,13,2,9,0,1,0,0,40,1
36,9,4,6,1,1,0,0,40,0
28,10,2,3,0,1,0,0,65,0
28,13,2,9,0,1,0,0,50,0
73,3,2,10,0,1,0,0,20,0
37,9,2,4,0,1,0,0,60,0
24,13,4,3,3,0,0,0,65,0
30,9,1,0,3,0,0,0,38,0
38,11,2,7,0,1,0,0,40,0
50,10,2,0,0,1,0,0,40,1
43,15,3,9,1,1,99999,0,40,1
42,9,2,5,0,1,0,0,40,0
54,10,0,0,1,0,0,0,38,0
27,12,4,3,1,0,0,0,58,0
39,10,0,11,1,1,0,0,45,0
27,10,4,0,1,0,0,0,40,0
30,9,2,5,0,1,0,0,66,0
30,9,2,13,0,1,0,2057,40,0
37,10,2,2,0,1,0,0,40,0
50,13,0,9,1,1,0,0,60,1
36,10,0,2,4,0,0,0,40,0
22,10,4,5,3,1,0,0,10,0
21,10,4,2,1,1,0,0,40,0
33,13,2,0,0,1,0,1579,42,0
76,4,6,7,1,0,0,0,25,0
37,13,2,0,0,1,0,0,40,0
34,10,2,11,0,1,0,0,60,0
29,9,2,4,0,1,0,0,97,0
29,9,2,13,0,1,0,0,40,0
28,13,2,11,0,1,0,0,40,0
73,10,2,3,0,1,0,0,35,0
43,10,0,3,1,0,0,0,40,0
39,10,2,2,0,1,0,0,40,0
74,6,6,7,1,0,0,0,6,0
27,13,4,9,1,1,0,0,30,0
47,9,2,13,0,1,0,0,60,0
90,9,4,7,3,0,0,0,24,0
47,13,2,9,0,1,0,0,60,1
42,13,2,3,0,1,0,0,40,1
69,13,0,5,1,1,0,0,40,0
23,13,4,12,1,0,0,0,20,0
44,9,2,9,0,1,0,0,30,0
41,9,2,11,0,1,2829,0,40,0
47,10,4,0,1,1,0,0,40,0
43,13,2,3,0,1,7688,0,40,1
33,10,4,7,1,1,0,0,40,0
48,7,4,7,1,0,0,0,30,0
39,13,0,11,4,1,0,0,60,0
43,14,0,3,4,0,0,2547,40,1
52,9,6,8,2,0,0,0,40,0
18,9,4,11,3,0,0,0,20,0
27,9,4,11,3,1,0,0,45,0
27,13,2,3,0,1,0,1887,45,1
45,9,4,0,1,0,0,0,40,0
24,11,2,7,0,1,0,0,20,0
25,10,3,11,4,0,0,0,40,0
42,6,6,13,4,1,0,0,35,0
63,4,2,2,0,1,0,0,40,0
40,9,2,0,5,0,0,0,46,1
47,15,2,3,0,1,7688,0,60,1
42,9,2,2,0,1,0,0,50,1
42,10,0,3,4,0,0,0,45,0
63,13,2,9,0,1,0,0,40,1
37,13,0,9,4,0,0,0,55,0
65,9,2,0,0,1,0,0,20,0
62,13,2,2,0,1,7688,0,50,1
46,9,0,2,1,1,0,0,40,0
23,9,4,11,2,0,0,0,25,0
47,13,2,9,5,0,0,0,45,0
20,10,4,7,3,1,0,0,20,0
28,9,4,5,3,1,0,0,40,0
61,9,2,7,0,1,0,0,40,0
30,9,2,7,5,0,0,0,72,0
30,13,2,10,0,1,0,0,72,1
29,13,4,11,1,1,0,0,50,1
39,9,6,6,4,0,0,0,40,0
23,7,0,7,4,0,0,0,35,0
32,7,4,8,4,0,0,0,40,0
63,9,6,7,1,0,0,0,34,0
19,10,4,2,1,0,0,0,15,0
57,16,0,9,1,1,0,0,60,1
41,13,2,2,0,1,0,0,40,1
23,11,4,11,3,1,0,0,40,0
30,16,4,9,3,1,0,0,20,0
43,12,2,3,0,1,0,0,50,0
64,4,2,7,0,1,0,0,25,0
56,3,5,6,1,1,0,0,40,0
32,9,2,0,0,1,0,0,40,0
55,9,2,2,0,1,0,0,45,0
17,7,4,7,3,0,0,0,12,0
17,6,4,7,3,1,0,0,20,0
29,10,2,0,5,0,0,0,65,0
37,9,0,2,1,1,0,0,50,0
39,9,0,8,4,0,0,0,22,0
36,13,2,3,5,0,0,0,40,1
50,13,0,3,1,1,0,0,55,1
31,10,4,6,1,0,0,0,50,0
56,10,6,3,1,0,0,0,32,0
51,10,2,2,0,1,7298,0,40,1
20,10,5,7,3,0,0,0,30,0
53,13,0,9,1,1,14344,0,55,1
33,14,4,9,1,0,0,0,35,0
27,10,2,0,5,0,0,2377,20,0
40,10,2,2,0,1,5178,0,40,1
45,10,0,0,4,0,0,0,32,0
54,11,2,2,0,1,5013,0,40,0
33,9,5,2,2,1,0,0,50,0
36,6,4,4,3,1,0,0,60,0
42,14,2,9,0,1,0,0,55,1
33,10,4,0,3,0,0,0,40,0
52,13,2,3,0,1,0,0,45,1
41,14,2,9,5,0,0,0,40,1
30,10,2,2,0,1,0,0,40,0
22,10,4,0,3,1,0,0,40,0
47,13,2,3,0,1,3103,0,60,1
26,3,4,13,1,1,0,0,40,0
36,7,5,6,1,1,0,0,40,0
35,9,5,6,4,1,0,0,40,0
46,10,2,10,0,1,0,0,40,1
24,13,4,9,3,0,0,0,8,0
30,11,2,9,0,1,5178,0,52,1
38,9,0,6,3,1,0,0,40,0
50,9,0,11,4,0,0,0,45,0
41,10,0,0,4,0,0,0,40,0
38,9,2,3,0,1,0,0,60,1
36,13,4,11,1,1,0,0,48,0
47,9,2,11,0,1,0,0,50,1
59,10,2,0,2,0,0,0,16,1
59,16,2,9,0,1,0,0,60,1
52,10,2,3,0,1,0,0,45,1
37,11,2,11,0,1,0,0,60,1
52,13,3,7,2,0,0,0,40,0
51,12,2,2,0,1,0,0,45,1
67,13,2,3,0,1,0,0,55,0
68,6,6,7,4,0,0,0,20,0
71,5,0,8,1,0,0,0,6,0
49,14,2,0,0,1,0,0,40,0
35,9,2,7,0,1,0,0,40,0
18,9,4,0,3,1,0,0,40,0
29,6,2,4,5,0,0,0,40,0
47,13,2,9,0,1,0,0,60,0
31,5,4,4,1,1,0,0,40,0
22,10,4,3,1,1,0,0,40,0
20,10,4,12,1,0,0,0,10,0
57,9,0,11,1,0,0,0,26,0
18,10,4,7,3,0,0,0,15,0
32,9,2,9,0,1,0,0,40,0
39,9,0,7,3,1,0,0,40,0
37,13,0,9,1,0,0,0,40,0
51,9,2,11,0,1,0,0,50,0
48,10,2,0,0,1,0,0,40,1
39,9,2,13,0,1,0,0,55,1
35,13,2,11,0,1,0,0,45,0
40,3,2,7,0,1,4064,0,40,0
19,9,4,11,3,1,0,0,25,0
28,9,0,0,1,1,0,0,40,0
23,10,4,11,1,0,0,1974,40,0
18,10,4,11,3,1,0,0,35,0
23,13,4,9,1,1,0,0,40,0
47,7,2,13,0,1,3411,0,40,0
42,13,0,0,3,1,0,0,40,0
25,10,4,11,3,1,0,0,40,0
17,6,4,11,3,0,0,0,12,0
34,13,4,3,1,0,0,0,45,0
29,12,4,3,3,1,0,0,40,0
22,10,2,0,5,0,0,0,40,0
46,9,4,5,1,1,0,0,40,0
69,9,2,11,0,1,0,0,24,0
50,9,2,2,0,1,0,0,60,1
45,10,2,9,0,1,0,0,40,1
41,14,4,0,1,0,0,0,40,0
47,13,0,9,4,1,0,0,40,0
64,7,6,4,4,0,0,0,40,0
29,10,2,7,0,1,0,0,35,0
29,15,0,9,3,0,2174,0,72,0
17,7,4,9,3,0,0,0,20,0
24,9,4,0,4,1,0,0,60,0
28,9,2,2,0,1,0,0,40,0
35,9,4,7,1,1,3325,0,50,0
48,13,2,11,0,1,0,0,60,0
36,11,4,9,4,0,0,0,38,0
38,11,4,2,1,0,0,0,40,0
49,9,0,2,1,1,0,1669,40,0
42,14,2,9,0,1,0,0,40,1
36,11,2,11,0,1,0,0,60,0
25,6,4,6,1,0,0,0,40,0
41,14,2,6,0,1,0,0,40,0
35,9,2,4,0,1,0,0,30,0
32,11,0,3,1,0,0,0,50,0
41,14,2,9,0,1,0,0,40,1
48,10,2,13,0,1,0,0,60,0
56,9,2,11,5,0,0,0,50,0
47,10,2,7,0,1,0,0,40,0
30,9,4,11,4,0,0,0,40,0
51,7,2,2,0,1,0,0,40,1
22,13,4,0,3,1,0,0,40,0
49,13,2,3,0,1,0,0,60,1
26,9,2,6,0,1,3464,0,48,0
35,13,3,2,4,1,0,0,40,0
34,10,4,0,1,1,0,0,40,0
51,9,2,3,0,1,0,0,40,0
26,13,2,3,0,1,0,0,40,0
28,10,4,0,4,0,3887,0,40,0
32,4,2,2,0,1,0,0,35,0
55,7,5,0,4,0,0,0,40,0
17,7,4,11,3,0,0,0,20,0
40,10,5,3,4,0,0,0,40,0
38,13,0,11,3,1,0,0,50,0
67,9,6,3,1,0,15831,0,40,1
44,9,0,6,3,1,0,0,40,0
26,10,2,3,0,1,7688,0,40,1
25,9,0,5,3,0,0,0,40,0
45,9,0,0,4,0,0,0,40,0
38,9,2,0,0,1,0,0,45,1
62,10,2,2,0,1,0,0,45,0
20,9,4,7,1,1,0,2001,40,0
45,10,3,7,2,1,0,0,40,0
47,14,2,9,5,0,0,0,20,1
49,13,0,0,1,1,0,0,40,0
36,9,2,2,0,1,0,0,40,1
29,9,5,7,4,0,0,0,30,0
23,7,4,4,2,0,0,0,40,0
50,9,2,2,0,1,0,0,40,0
44,13,2,3,0,1,0,1902,40,1
44,13,2,9,0,1,0,0,40,1
32,9,2,12,5,0,0,0,36,0
73,9,2,7,0,1,0,0,30,0
24,14,4,9,1,0,0,0,40,0
46,9,2,7,5,0,0,0,40,0
61,10,2,11,0,1,7688,0,36,1
37,14,4,3,3,0,0,0,40,0
29,11,2,2,0,1,0,0,40,1
40,12,2,3,0,1,0,0,40,1
17,7,4,6,3,1,0,0,12,0
30,9,0,0,4,0,0,0,40,0
19,9,4,7,1,0,0,1719,40,0
30,16,4,9,1,1,0,0,60,0
47,9,0,0,4,0,0,1504,35,0
25,10,4,0,3,1,0,0,40,0
41,13,0,9,3,0,0,0,40,0
47,9,2,13,0,1,0,0,40,0
27,12,4,0,4,0,0,0,40,0
42,9,2,2,0,1,0,0,44,0
49,9,0,7,1,0,0,0,20,0
37,13,2,11,0,1,0,1902,40,1
19,10,4,0,3,1,0,0,15,0
24,9,2,2,0,1,0,0,38,0
34,15,2,9,0,1,0,0,40,1
33,13,4,0,1,1,0,0,40,0
44,10,0,3,1,0,0,0,40,0
37,13,2,0,0,1,7298,0,40,1
45,9,4,2,3,1,0,0,40,0
35,13,4,5,1,1,0,0,40,0
58,9,2,11,0,1,0,0,50,0
45,10,0,7,1,0,0,0,50,0
54,10,2,2,0,1,0,0,40,1
45,14,2,3,0,1,0,0,40,1
69,10,2,3,0,1,20051,0,50,1
24,9,4,2,3,1,0,0,40,0
36,9,2,2,0,1,0,0,40,0
61,6,4,7,1,0,0,0,38,0
57,13,2,3,0,1,7688,0,60,1
56,9,0,2,2,1,0,0,40,0
35,14,2,9,0,1,0,1977,45,1
51,13,2,3,0,1,0,0,50,1
50,7,4,6,2,0,0,0,40,0
25,10,4,12,3,0,0,0,43,0
46,14,2,3,0,1,0,0,50,1
23,13,4,0,3,0,0,0,25,0
44,9,2,13,0,1,0,0,40,0
38,9,0,0,4,0,0,0,40,0
25,10,4,12,1,0,0,0,40,0
18,6,4,7,3,0,0,0,15,0
40,9,3,5,1,1,2174,0,60,0
31,8,2,7,5,0,0,0,40,0
33,9,2,4,0,1,0,0,45,0
35,11,0,9,4,0,0,0,40,0
55,14,2,3,0,1,0,0,45,1
19,9,4,0,3,1,0,0,30,0
31,10,2,2,0,1,0,1579,40,0
43,14,2,3,0,1,0,0,40,1
49,14,2,3,0,1,0,0,47,1
48,15,2,9,0,1,0,0,45,1
27,9,4,6,3,0,0,0,34,0
38,14,2,3,0,1,7298,0,60,1
35,9,2,0,5,0,4386,0,35,1
29,9,4,6,2,1,0,0,40,0
27,13,4,11,3,1,0,0,2,0
31,5,2,2,0,1,0,0,43,0
26,13,2,9,0,1,0,0,40,0
53,9,2,11,0,1,0,0,35,0
23,9,4,0,1,0,0,0,30,0
32,9,5,6,1,1,0,0,46,0
36,13,0,11,3,0,0,0,40,0
22,9,4,4,1,1,0,0,50,0
62,10,2,0,5,0,0,0,40,0
41,9,2,2,0,1,0,1485,44,1
59,13,2,3,0,1,0,1977,50,1
43,9,2,0,5,0,0,0,40,1
34,9,2,3,0,1,0,0,40,1
27,10,4,0,1,0,0,0,40,0
35,10,2,9,0,1,0,0,60,0
41,9,2,13,0,1,0,0,60,0
42,13,4,9,1,1,0,0,32,0
24,10,0,2,1,1,0,0,48,0
35,9,4,13,4,1,0,0,72,0
40,10,2,0,5,0,0,0,40,1
46,4,2,9,5,0,0,0,45,0
45,10,2,2,0,1,0,0,40,1
33,9,4,2,1,1,0,1092,40,0
68,9,6,7,4,0,0,0,7,0
33,13,5,3,1,0,0,0,45,0
23,10,2,7,0,1,0,0,20,0
42,13,2,4,0,1,0,0,60,1
30,10,4,11,1,1,0,0,45,1
35,10,0,0,4,0,0,0,40,0
40,9,0,0,4,0,0,0,50,0
36,14,0,9,4,1,5455,0,30,0
46,5,2,0,5,0,0,0,50,0
49,9,2,13,0,1,0,0,40,0
41,9,2,3,0,1,0,0,60,0
26,14,4,3,3,1,0,0,38,0
37,9,0,7,1,0,0,0,20,0
50,10,2,10,0,1,0,0,40,1
20,10,4,7,3,1,0,0,20,0
59,16,0,9,4,1,25236,0,45,1
30,10,2,11,0,1,0,0,40,0
23,9,2,2,0,1,0,0,45,0
44,13,2,10,0,1,0,0,40,1
28,13,4,0,1,1,0,0,40,0
48,10,4,3,1,0,0,0,40,1
34,9,5,5,4,0,0,0,40,0
58,13,4,9,1,1,0,0,99,0
33,10,2,10,0,1,0,0,40,0
38,13,3,13,1,1,0,0,84,0
49,13,2,3,0,1,7298,0,40,1
67,2,6,7,1,0,0,0,20,0
23,6,4,6,1,0,0,0,40,0
42,10,2,9,0,1,0,0,40,1
54,9,2,0,5,0,0,0,40,0
49,14,2,3,0,1,0,0,40,1
35,14,2,3,0,1,0,0,60,1
26,9,4,2,3,1,0,0,40,0
31,9,4,3,1,1,3325,0,40,0
36,9,2,5,0,1,0,0,40,0
25,6,2,6,0,1,0,0,40,0
35,14,4,9,1,1,0,0,60,1
40,14,2,9,0,1,0,0,40,0
52,12,5,9,1,0,0,0,50,0
42,13,2,9,0,1,0,0,40,1
50,14,2,9,5,0,0,0,40,1
52,10,2,12,0,1,0,0,40,1
51,14,2,9,0,1,0,0,40,0
19,10,4,5,3,1,0,0,40,0
43,11,2,4,0,1,0,0,40,1
57,8,2,13,0,1,0,0,40,1
35,9,0,3,1,1,0,0,60,0
30,13,4,11,1,0,0,0,30,0
38,9,2,2,0,1,0,0,40,0
45,10,0,0,1,0,0,0,40,0
23,9,4,5,3,1,0,0,40,0
22,10,5,7,3,0,0,0,40,0
60,10,2,10,0,1,0,0,38,0
45,13,0,9,4,0,0,0,48,1
26,9,4,6,4,1,5721,0,40,0
49,6,2,7,0,1,0,0,40,0
29,10,0,7,1,0,0,0,35,0
47,10,2,12,0,1,7298,0,40,1
40,9,2,13,0,1,0,0,35,0
34,9,5,0,4,0,7443,0,35,0
42,14,2,9,0,1,0,0,40,0
33,2,2,2,0,1,0,0,35,0
63,9,2,2,0,1,0,0,40,0
53,9,2,2,0,1,0,0,40,0
38,11,2,2,0,1,0,0,40,1
44,10,2,11,0,1,0,0,45,1
43,6,2,13,0,1,0,0,40,0
26,14,4,3,1,1,0,0,32,0
56,9,2,13,0,1,0,0,40,0
39,11,0,0,4,0,0,0,40,0
44,4,0,5,1,1,0,0,48,0
34,9,5,0,1,1,0,0,48,1
40,12,4,0,1,0,0,0,40,0
38,10,2,7,0,1,0,0,40,0
44,10,0,0,4,0,0,0,40,0
34,10,0,10,3,1,0,0,72,0
22,13,4,9,1,1,0,0,20,0
58,10,6,11,1,0,0,0,20,1
43,10,0,12,4,0,0,0,30,0
23,9,4,2,3,1,0,0,40,0
41,10,5,3,1,0,0,0,40,0
44,10,4,7,1,1,0,0,35,0
32,9,2,0,0,1,0,0,40,0
38,12,2,10,0,1,0,0,56,1
47,10,2,11,0,1,0,0,50,1
24,9,4,7,3,0,0,0,30,0
39,14,2,3,0,1,0,0,40,0
32,8,0,10,3,1,0,0,54,0
40,9,2,6,0,1,0,0,50,0
34,9,0,7,4,0,0,3770,45,0
34,9,4,2,4,1,2036,0,30,0
57,14,2,9,0,1,0,1977,45,1
71,3,2,13,0,1,0,0,40,0
45,14,4,9,1,1,0,0,50,1
54,9,0,13,1,1,0,0,45,0
26,11,4,11,4,0,0,0,54,0
37,10,2,3,5,0,0,0,45,1
28,10,2,4,0,1,0,0,55,0
42,13,0,9,4,0,0,0,15,0
45,9,2,2,0,1,0,0,40,0
37,9,2,11,0,1,0,0,50,0
57,9,2,11,0,1,0,0,50,0
39,13,2,9,1,1,0,0,60,0
45,10,2,0,5,0,0,0,40,1
30,11,0,0,1,0,0,0,46,0
27,9,1,2,0,1,0,0,40,1
44,16,2,9,0,1,0,0,40,1
44,16,2,9,0,1,0,1902,40,1
38,9,2,3,5,0,0,0,60,1
19,9,4,4,3,1,0,0,40,0
39,10,0,11,1,0,0,0,38,0
55,6,6,13,1,1,0,0,40,0
17,6,4,7,3,0,0,0,20,0
43,10,0,0,4,0,0,0,40,0
36,9,2,7,5,0,0,0,35,0
45,13,2,4,0,1,0,0,60,0
44,14,2,3,0,1,0,0,38,1
26,10,2,13,0,1,0,0,52,1
32,12,2,2,0,1,0,1887,40,1
21,9,4,7,3,0,0,0,40,0
43,13,2,11,0,1,0,0,60,0
34,9,2,2,0,1,0,0,40,0
33,13,4,9,1,1,0,0,20,0
40,9,4,11,1,1,0,0,51,0
46,3,4,6,3,0,0,0,40,0
54,9,6,3,1,0,0,0,40,0
23,10,4,3,3,1,0,0,40,0
58,9,2,3,0,1,0,0,45,0
25,10,2,10,0,1,3137,0,40,0
50,14,2,9,0,1,7688,0,50,1
42,9,2,2,0,1,0,0,45,0
25,9,4,7,1,0,0,0,38,0
60,7,2,6,5,0,0,0,30,0
43,9,4,0,1,0,0,0,40,0
25,13,4,11,3,0,0,0,40,0
31,9,2,2,5,0,0,0,45,0
35,9,0,2,1,1,0,0,40,0
48,10,0,6,4,1,0,0,40,0
43,9,2,0,5,0,0,0,20,1
27,9,0,3,4,0,0,0,40,0
24,9,4,2,1,1,0,1590,40,0
44,9,2,3,0,1,0,1887,70,1
52,9,2,13,0,1,0,0,22,0
49,10,2,0,5,0,0,0,40,1
31,9,4,0,3,0,0,0,40,0
59,7,0,4,1,1,0,0,40,0
27,13,2,7,0,1,0,0,40,0
38,14,4,9,1,1,0,0,40,1
51,13,2,9,0,1,0,0,40,1
24,9,4,2,1,1,0,0,40,0
58,13,2,3,0,1,0,0,45,1
46,10,0,0,4,0,0,0,40,0
55,3,6,6,4,0,0,0,40,0
76,9,0,0,1,0,0,0,8,0
25,10,0,0,4,0,0,0,40,0
51,10,2,6,0,1,7298,0,40,1
33,9,2,2,0,1,0,0,40,0
46,9,2,13,0,1,0,0,40,0
51,10,2,0,5,0,0,0,40,0
42,11,6,9,4,0,0,0,40,0
53,13,4,7,1,1,8614,0,50,1
33,14,2,9,5,0,7688,0,35,1
30,13,2,9,0,1,99999,0,35,1
41,10,0,2,1,1,0,0,40,0
42,12,0,7,1,0,0,0,40,0
34,9,2,13,0,1,0,0,40,1
31,11,4,7,4,0,0,0,40,0
46,10,2,9,0,1,0,1977,50,1
35,2,3,7,1,1,0,0,40,0
46,10,2,10,0,1,0,0,40,1
43,14,2,9,5,0,0,0,40,1
35,9,2,7,0,1,0,0,40,0
23,13,4,0,3,0,0,0,20,0
43,9,0,6,2,1,0,0,40,0
61,9,2,13,0,1,0,0,40,1
29,15,4,9,3,1,0,0,50,0
21,9,4,11,1,1,0,0,40,0
36,13,2,9,0,1,0,1672,50,0
40,9,4,7,4,0,0,0,40,0
23,13,4,9,3,1,0,0,40,0
90,13,4,3,1,1,0,0,55,0
24,13,4,3,3,1,0,0,40,0
20,10,4,9,3,0,2176,0,12,0
40,14,2,3,0,1,0,0,60,1
37,11,2,2,0,1,0,0,55,0
31,9,4,2,1,0,0,0,40,0
22,9,4,13,3,1,0,0,40,0
25,10,2,3,0,1,0,0,40,0
47,14,2,9,0,1,0,0,60,1
48,11,2,2,0,1,0,0,40,0
28,5,2,6,5,0,0,0,40,0
20,10,4,4,1,1,0,0,40,0
51,10,0,5,1,0,0,0,40,0
32,9,2,0,5,0,0,0,40,1
55,6,2,7,0,1,0,0,40,0
41,13,0,10,4,0,0,0,40,0
46,14,2,9,5,0,7688,0,35,1
45,9,2,7,0,1,0,0,40,1
65,9,2,2,0,1,0,0,40,0
45,16,2,9,0,1,7688,0,50,1
22,10,4,0,3,0,0,0,40,0
42,15,2,9,0,1,0,0,50,1
37,13,2,3,0,1,5178,0,40,1
24,13,2,3,5,0,0,0,40,0
67,10,0,7,4,0,0,0,41,0
28,9,3,12,1,0,0,0,37,0
56,6,2,7,0,1,0,0,35,1
31,11,2,10,0,1,0,0,38,0
33,10,5,3,4,0,0,0,40,0
45,10,2,5,0,1,0,0,40,1
53,13,2,9,0,1,0,1902,40,1
47,4,2,5,0,1,0,0,40,0
40,9,0,11,4,0,0,0,30,0
35,10,4,11,3,1,0,0,48,0
65,4,2,4,0,1,0,0,40,0
42,10,2,7,5,0,0,0,30,0
23,13,4,9,1,0,0,0,15,0
39,10,0,0,1,0,0,0,40,0
39,9,2,2,0,1,0,0,30,0
37,9,2,13,0,1,0,0,40,0
25,11,4,0,1,0,0,0,40,0
31,9,4,7,4,0,0,0,40,0
39,9,0,3,1,1,0,0,45,0
39,13,2,11,0,1,0,0,30,1
25,13,4,0,3,1,0,0,35,0
30,7,2,13,0,1,0,0,40,0
37,5,2,6,5,0,0,0,48,0
22,9,4,2,4,0,0,0,36,0
46,14,2,3,0,1,0,1977,40,1
54,13,0,11,1,0,0,1408,38,0
33,12,4,2,1,1,0,0,45,0
70,13,4,3,1,1,0,0,40,0
36,10,0,0,1,1,0,0,45,0
53,14,0,9,4,0,0,0,50,0
55,9,0,0,1,0,0,1617,40,0
17,7,4,10,3,0,0,0,30,0
36,10,0,5,1,1,0,0,40,0
36,15,4,9,1,1,0,0,55,1
40,9,3,4,3,1,0,0,40,0
36,9,2,13,0,1,0,0,50,1
28,9,2,13,0,1,0,0,55,0
39,14,2,9,0,1,99999,0,40,1
49,3,4,6,1,1,0,0,45,0
63,9,2,3,0,1,0,0,40,0
61,10,2,5,0,1,0,0,20,0
48,9,2,2,0,1,0,0,60,1
55,9,3,6,1,1,0,0,40,0
20,9,2,11,2,1,0,0,20,0
49,9,2,7,0,1,0,0,40,0
27,9,2,5,0,1,0,0,40,0
37,6,0,7,4,0,0,0,33,0
32,9,2,10,0,1,0,0,40,0
33,16,2,9,0,1,0,0,60,0
47,11,2,7,0,1,0,0,26,0
34,9,2,6,0,1,0,0,40,0
61,9,0,0,2,0,0,0,35,0
25,9,4,2,3,1,0,0,40,0
26,12,4,11,3,1,0,0,30,0
18,9,4,11,3,0,0,0,30,0
35,9,2,11,0,1,0,0,50,0
56,9,2,2,0,1,0,0,35,1
40,11,4,2,1,1,0,0,40,0
24,8,4,7,3,0,0,0,38,0
66,9,6,11,1,0,0,0,40,1
42,9,2,6,5,0,0,0,40,0
28,9,4,13,3,1,0,0,20,0
39,10,0,0,4,0,0,0,35,0
65,11,2,4,0,1,0,0,25,0
20,10,4,7,3,0,0,0,20,0
52,9,2,6,0,1,4386,0,40,1
39,10,0,11,1,0,0,0,40,0
18,9,4,6,1,0,0,0,30,0
49,4,2,6,5,0,0,0,40,0
21,10,4,9,3,1,0,0,48,0
38,9,2,0,0,1,0,0,40,1
55,9,2,2,0,1,0,0,40,0
27,6,2,2,2,1,0,0,55,0
34,9,5,0,4,0,0,0,40,0
54,10,4,9,1,0,0,0,40,0
38,9,4,0,4,0,0,0,40,0
32,9,0,0,2,0,0,0,40,0
33,10,5,12,1,1,0,0,12,0
32,12,2,10,0,1,0,0,50,0
34,14,2,3,0,1,0,0,50,0
46,13,2,7,0,1,0,0,30,1
48,14,2,3,0,1,0,0,40,1
23,10,4,3,3,1,0,0,40,0
48,4,3,5,4,1,0,0,40,0
67,9,2,3,0,1,0,0,37,1
25,13,4,7,1,0,0,0,20,0
43,10,2,2,0,1,4064,0,38,0
27,12,4,9,1,0,0,0,40,0
56,2,5,6,4,1,0,0,40,0
54,10,2,2,0,1,0,1579,48,0
39,9,2,11,0,1,0,1887,46,1
60,9,2,11,5,0,0,0,25,0
27,10,4,0,1,0,0,0,40,0
21,10,4,11,3,1,0,0,40,0
24,10,4,9,3,0,0,0,40,0
31,10,2,2,0,1,0,0,40,0
22,6,4,2,3,1,0,0,15,0
26,13,4,3,1,0,0,0,45,0
45,9,2,2,0,1,0,0,48,0
33,9,4,13,2,1,0,0,40,0
29,5,0,6,4,0,0,0,40,0
72,9,6,0,1,0,6360,0,40,0
35,9,2,2,0,1,0,0,60,1
53,9,2,2,0,1,0,0,40,0
40,10,4,3,3,0,0,0,40,0
20,9,4,7,3,1,0,0,30,0
69,9,6,0,4,0,1848,0,12,0
41,9,4,7,4,0,0,0,25,0
45,14,2,0,0,1,0,0,45,1
27,9,2,5,0,1,0,0,40,0
46,15,2,9,0,1,99999,0,60,1
55,10,2,13,0,1,0,0,35,0
31,10,2,3,0,1,0,0,40,1
45,10,0,11,1,0,0,0,55,0
64,9,2,3,0,1,0,0,5,0
38,10,2,3,0,1,0,0,45,0
17,6,4,7,3,1,0,0,40,0
33,9,2,0,5,0,0,1887,20,1
22,8,3,7,4,0,0,0,50,0
23,10,4,7,3,0,0,0,30,0
25,9,4,2,4,1,0,0,40,0
33,13,2,9,0,1,3103,0,43,1
37,9,4,7,4,0,0,0,35,0
53,9,5,0,4,0,0,1876,38,0
28,10,4,10,3,1,0,0,40,0
33,13,2,9,5,0,0,0,40,1
41,9,2,0,0,1,0,0,40,0
61,13,2,11,0,1,0,0,50,0
25,10,4,7,3,0,0,0,25,0
35,9,0,3,4,0,0,0,40,1
64,11,2,3,0,1,0,0,40,1
28,9,2,5,0,1,0,0,38,0
39,10,4,9,1,1,0,1564,12,1
53,9,0,13,4,1,0,0,40,0
28,9,4,0,1,0,0,0,40,0
38,10,0,5,4,0,0,0,40,0
25,13,4,9,1,1,0,0,35,0
19,10,4,7,1,0,0,0,30,0
20,12,4,0,1,0,0,0,30,0
55,9,2,9,2,0,0,2246,40,1
52,14,2,9,5,0,0,1848,40,1
30,9,4,0,3,0,0,0,40,0
47,9,0,3,1,0,0,1974,40,0
22,6,4,2,2,1,0,0,30,0
24,9,2,5,0,1,4386,0,40,1
26,13,4,11,1,0,0,0,40,0
27,9,2,6,0,1,0,0,45,0
57,5,2,6,0,1,0,0,40,0
18,14,4,9,3,0,0,0,60,0
30,13,4,9,1,1,0,0,45,0
34,13,0,9,4,0,0,0,50,0
40,10,2,0,0,1,5178,0,60,1
60,9,0,7,4,0,0,0,38,0
25,8,2,2,0,1,0,0,40,1
39,13,2,11,0,1,0,0,55,0
48,9,2,0,5,0,0,0,40,1
27,10,2,3,0,1,0,0,30,0
33,9,0,2,1,1,0,0,65,1
65,9,2,3,0,1,0,0,40,0
52,9,2,2,0,1,0,1977,40,1
27,13,4,12,3,1,0,0,40,0
32,10,4,2,4,1,0,0,40,0
